id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
MIRACLE1_MOUNTAINMEADOW	The Scythian			In un prato assolato abbiamo messo in atto un miracolo per sollevare la tempesta nella maniera del folle mago ripiegatore Al Jaffee.					
MIRACLE1_YELLOWTRIGONCOLLECTED	The Scythian			Siamo rimasti confusi & frastornati in un prato in cui filtra la luce del sole con una di quelle emicranie davvero tremende.					
LOGFELLA_YELLOWTRIGONCOLLECTED	The Scythian			Ci risvegliammo storditi da un sonno molto profondo, senza alcun chiaro ricordo di ciò che era accaduto.					
			triangle/Triangle	Ci ricordammo del miracolo avvenuto nel prato & del nostro scontro con il Trigon d'Oro...					
			triangle/Triangle	...quali nuovi poteri ci sono stati concessi?					
			triangle/Triangle	Il Signor Ceppo era veramente atterrito da quanto sembrasse folle & incredibile la lotta con il Trigon d'Oro dalla nostra descrizione.			81	071.jpg	R7C14
			triangle/Triangle	Il Signor Ceppo si chiese se forse il Trigon d'Oro potesse essere legato ai sinistri misteri nascosti al di là del cancello di ferro nel prato.					
				Il Signor Ceppo non apprezzava i misteri sinistri così scelse di tornarsene a casa & tagliar legna. #tagliarlegna					
LOGFELLA_BEFOREYELLOWBEAM	The Scythian			Il taglialegna noto come Signor Ceppo era super contento che la tempesta si fosse sollevata & era super desideroso di tornarsene a tagliar legna.					
				Ci chiese se sapevamo qualcosa sul cancello di ferro che bloccava la caverna cavernosa nel prato... a che serviva?					
LOGFELLA_YELLOWTRIGONTHOUGHTS	Logfella			Strano... Vedo un raggio dorato che va verso il cielo nel bosco dietro al prato... qualcuno ha forse imparato i segreti del Trigonbosco?			89	072.jpg	67F24
LOGFELLA_URSULAMEADOW	Logfella			Sono davvero preoccupato per La Scita, sembra proprio stravolta.					
SCYTHIAN_YELLOWTRIGONCOLLECTED_OFF	The Scythian			Mentre riprendevamo i sensi, il taglialegna & sua figlia erano lì a guardarci.					
				Notammo che il prato non era cambiato, tutte le prove del nostro scontro mistico erano sparite.					
GIRL_YELLOWTRIGONCOLLECTED	The Scythian			La ragazza ascoltò in silenzio la nostra strana storia sullo scontro con Il Trigon d'Oro.					
			triangle/Triangle	Pensò ai segreti del Trigonbosco che stava oltre la caverna cavernosa nel prato... c'era forse un collegamento?					
GIRL_YELLOWTRIGONTHOUGHTS	Girl			Hmmm... mi sto seriamente preoccupando per La Scita... è sparita per giorni dopo che si è sollevata la tempesta. Spero davvero che stia bene.					
GIRL_URSULAMEADOW_OFF	Girl			Wow, così La Scita è appena svenuta nel prato? Pazzesco.					
DOGFELLA_GETDARKTRIGON	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.					
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò a cercare il Trigone della Luna Cupa & a completare La Trigon Tripletta.					
DOGFELLA_GETBRIGHTTRIGON	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.					
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò a cercare il Trigone della Luna Splendente & a completare La Trigon Tripletta.					
DOGFELLA_THREETRIGONS	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.					
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò ad attivare il terzo raggio verso il cielo & ad aprire un passaggio verso l'infinito.					
DOGFELLA_TRUTHBOMB	Dogfella			Bau Bau Bau.					
				Bau Bau Sniff Bau.					
				L'infinito & turbinante cosmo sulla cima del Mingi Taw attende Il Portatore del Grantomo.					
				Bau Bau Bau Bau Bau.					
				Bau Bau Bau.					
GIRL_AFTERYELLOWBEAM	The Scythian			La ragazza dai capelli corvini sedeva su una pietra vicino alla legna tagliata dal taglialegna.					
			Archetype/trifecta	Le domandammo dei segreti del Trigonbosco & sugli insoliti sogni di coloro che abitano le montagne del Caucaso.					
				Ci disse di quanti misteri fossero custoditi nei sogni della sua gente & di come questi riflettessero l'umore della luna nei modi più strani.					
				La ragazza ci disse che avremmo potuto sederci in qualsiasi momento presso il focolare nella baita di pietra, sia per entrare nei sogni che per raccogliere le nostre forze.					
			Archetype/trifecta	Avevamo quasi la sensazione che i due Trigoni rimanenti fossero smarriti nei sogni o qualcosa del genere.					
LOGFELLA_AFTERYELLOWBEAM	The Scythian			Il taglialegna noto come Signor Ceppo era tornato a tagliare la legna & sembrava farlo davvero di gusto.					
			triangle/Triangle	Il Signor Ceppo aveva visto il raggio verso il cielo dietro al prato & così gli domandammo dei segreti del Trigonbosco.					
				Ci disse di un'antica leggenda che la sua gente è solita raccontare ai bambini per farli spaventare.					
			Archetype/trifecta	Il Signor Ceppo ci raccontò di un gruppo di amici che giunse tante lune addietro dalla Scizia fin su queste montagne dimenticate per trovare La Trigon Tripletta.					
			gourd/gourd	Il gruppo scoprì di dover andare in cerca dei folletti silvani & di doverli mandare tutti verso il cielo... quindi andarono in cerca di un luogo per mettere in atto un miracolo.					
			Archetype/trifecta	Il gruppo di amici aveva sperato di attivare i tre raggi verso il cielo nel Trigonbosco ma non avevano idea su dove o quando si trovassero i Trigoni.					
				Il gruppo vagò senza meta per molto tempo sull'antica strada per il Mingi Taw... ad un certo punto si stancarono & così si fermarono.					
				Accadde poi che all'improvviso il gruppo fu ucciso da uno spettro immortale su un lato dell'antica strada, ove alcune tombe rimangono tutt'ora.					
				Dicemmo al Signor Ceppo che era una bella storia, ma che a dir la verità non ci aveva spaventato più di tanto.					
GIRL_GRAVESCOMPLETETHOUGHTS	Girl								
ARCHETYPE_MOONGROTTO	The Archetype			E così vedo che sei riuscito ad alterare l'umore della luna nella Grotta della Luna - mi chiedo quanto a lungo durerà questo Paradosso Temporale?					
MIRACLE2_ISLAND	The Scythian			Mentre si staglia La Luna Splendente abbiamo messo in atto un super misterioso miracolo lunare su un'isola impossibile al centro di un lago placido.			136	073.jpg	W7A3K
MIRACLE2_PINKTRIGONCOLLECTED	The Scythian			Abbiamo ottenuto Il Trigone della Luna Splendente per la gloria & per ripicca. #trigonedomato			155	068.jpg	56F8U
MIRACLE2_BRIGHTMOONTRIGONCOLLECTED	The Scythian			Siamo stati tentati da non andare avanti con tutta quella cosa dell'ingrato compito ma c'era qualcosa di così attraente nel martirio.					
				Oh beh, magari alla fine non importerà più di tanto. Non è che l'ingresso nel Turbinio dell'Infinito comprende un test fisico.					
				Abbiamo la netta sensazione che tutto questo entrare nei sogni & domare Trigoni stia cominciando ad avere un impatto negativo su di noi.					
				Allorché le luci & i suoni si abbassarono ci ritrovammo sulle sponde di un lago con una terribile emicrania & il sangue che ci usciva dal naso.					
GIRL_BRIGHTMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	Raccontammo alla ragazza del nostro scontro onirico con il Trigone della Luna Splendente & della nostra intenzione di riunire la Trigon Tripletta.					
				La ragazza disse che il nostro scontro onirico doveva essere stato davvero ganzo & che avrebbe voluto essere lì con noi. #bugie					
				Ci chiese se ci fossimo fermati presso il Trigonbosco... magari avremmo potuto attivare un altro raggio verso il cielo?					
LOGFELLA_BRIGHTMOONTRIGONCOLLECTED	The Scythian			Il taglialegna si rese conto che tutto quel vagare nei sogni & far funzionare miracoli avevano dato un duro colpo alla nostra salute fisica.					
				Il Signor Ceppo sembrava sospettare che questo nostro compito ingrato probabilmente non avrebbe avuto un lieto fine.					
				Il Signor Ceppo ci ricordò di sederci vicino al focolare nella baita & fare una pausa ogni tanto per recuperare le forze.					
ARCHETYPE_BRIGHTMOONTRIGONCOLLECTED	The Archetype			I dati della nostra ricerca mostrano una stretta correlazione tra i progressi dei partecipanti a S:S&S EP & la loro attitudine nell'essere grandiosi.			45	074.jpg	87A43
				Vedo che sei riuscito a trovare & a recuperare Il Trigone della Luna Splendente - questa è davvero una notizia stupefacente.					
MIRACLE3_HUGETREE	The Scythian			Mentre regna la Luna Cupa abbiamo messo in atto un miracolo, un fulmine distruttore, al centro di un'assemblea di alberi.					
MIRACLE3_DARKMOONTRIGONCOLLECTED	The Scythian			Oltretutto... andarsene in giro col Grantomo è abbastanza faticoso, è davvero un libro gravoso in più di un senso.					
				Ci sentimmo un po' peggio a causa di quanto avevamo sopportato... era probabilmente qualcosa che aveva a che fare tutti quei raggi laser cosmici.					
				Col calare della luce & dei suoni ci ritrovammo fradici dalla pioggia & gelidi fra un assemblea di alberi bagnati.					
GIRL_DARKMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	Raccontammo alla ragazza del nostro scontro onirico con il Trigone della Luna Cupa & della nostra intenzione di riunire la Trigon Tripletta.					
				Le raccontammo di come avevamo distrutto il colpo del detestabile arcobaleno del Trigone della Luna Cupa & lei era tutta un 'ganzo'.					
				Sembrava che non le dispiacesse ascoltare i nostri folli racconti.					
LOGFELLA_DARKMOONTRIGONCOLLECTED	The Scythian			Il taglialegna si rese conto che tutto quel vagare nei sogni & far funzionare miracoli avevano dato un duro colpo alla nostra salute fisica.					
			Archetype/trifecta	Il Signor Ceppo ci chiese se avevamo ricevuto in visita Il Signor Cane nel Trigonbosco... avremmo potuto forse attivare un altro raggio verso il cielo?					
ARCHETYPE_DARKMOONTRIGONCOLLECTED	The Archetype			E così la domanda ora è... che si fa ora? Ricorda che l'aiuto dei social network gioca un ruolo importante nella riuscita di questo esperimento.					
				A dispetto della scarsità di informazioni utili che ti abbiamo fornito sei riuscito a dominare Il Trigone della Luna Cupa.					
				Sono stato appena informato che hai recuperato Il Trigone della Luna Cupa - questa è davvero una notizia stupefacente.					
LOGFELLA_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	Il taglialegna non riconobbe la chiave che avevamo ritrovato & aveva zero idee su che cosa aprisse.					
			AdventureUI/keyItem	...?					
GIRL_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	La ragazza vide la chiave che avevamo trovato & ci incoraggiò a cercare con molta attenzione una porta chiusa.					
				Non aveva altre idee ma ci tornò in mente qualcosa che avevamo visto sull'antica strada per il Mingi Taw.					
ARCHETYPE_GROTTOPARADOX	The Archetype								
				Una volta che l'umore della luna è stato alterato nella Grotta della Luna					
ARCHETYPE_KILLBOOR	The Archetype			Ora immagino che tu ti stia chiedendo a cosa serve quella chiave? Ad essere sinceri, non ne ho idea.			119	075.jpg	87C5S
				Non è che ora io stia insinuando che tu sia in effetti un violento sociopatico... Sono certo che tu abbia avuto le tue ragioni, giusto? #tamarrorso					
				Dovrei far cenno al fatto che Tamarrorso è stato incluso in S:S&S EP per far sì che i partecipanti fossero tentati da identificarsi in violenti sociopatici.					
				Sono stato appena informato che Tamarrorso è stato ucciso... non è che ne sai qualcosa? #assassino					
ARCHETYPE_SPAREBOOR	The Archetype			Ora immagino che tu ti stia chiedendo a cosa serve quella chiave? Ad essere sinceri, non ne ho idea.			119	075.jpg	87C5S
				Eh sì, è grandioso & ti amiamo tantissimo per questo.					
				Tamarrorso è stato incluso in S:S&S EP per permettere ai partecipanti di identificarsi in persone compassionevoli & ragionevoli.					
				Sono stato appena informato che a Tamarrorso è stato concesso di fuggire incolume. Questa è una notizia rincuorante.					
LOGFELLA_FOUNDATION	Logfella			...					
				...					
				...					
SCYTHIAN_FOUNDATION	The Scythian			Abbiamo appena risvegliato un folletto silvano da uno stagno profondo circondato da gigli vicino ad una baita di pietra. Non siamo sicuri di cosa significhi.					
				Mente in cielo continua una tempesta senza fine abbiamo imparato ad intonare un Inno della Spadomanzia & ad invocare un folletto silvano dormiente.					
				Aspetta... perchè mi sto riferendo a me stessa in prima persona? Pensavo che la nostra storia fosse raccontata in terza persona? #cisaradaeditare					
				I miei pensieri sono messi in sequenza cronologica, nell'ordine in cui li ho pensati? E così questo deve essere ciò a cui pensavo pochi secondi fa?					
				E così questo è il Grantomo? Sta assorbendo 'trasmissioni di pensiero linguistico'? Sto leggendo i miei pensieri mentre li sto pensando? Mmm...					
GIRL_FOUNDATION	Girl			...					
				...					
				...					
DOGFELLA_FOUNDATION	Dogfella			...					
				...					
				...					
LOGFELLA_DARKMOON	The Scythian			Il taglialegna raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba sotto un cielo buio & tempestoso.					
				Raccontò di una luce rosa pulsante & di una canzone inquietante piena d'angoscia che veniva dal bosco senza nome dietro al prato.					
				Immaginavamo che Il Signor Ceppo stesse probabilmente parlando del Concerto Rock della Luna Cupa.					
GIRL_DARKMOON	The Scythian			La ragazza raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba sotto un cielo buio & tempestoso.					
				Raccontò di come aveva trovato riparo dalla tempesta nel tronco scavato di un albero colossale.					
				Sapevamo totalmente di quale albero cavo colossale stava parlando.					
ARCHETYPE_DARKMOON	The Archetype			Fa attenzione: La Luna Cupa regna.			94	076.jpg	I7F69
LOGFELLA_CRESCENTWAX	The Scythian			Il taglialegna raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba, sotto la luna crescente.					
				Raccontò di una creatura che aveva incontrato, qualcuno o qualcosa di bizzarro & nudo. Era un orso? Un uomo? o.... Tamarrorso?			57	077.jpg	I7G7U
GIRL_CRESCENTWAX	The Scythian			La ragazza era entusiasta - oggi è iniziato un nuovo mese lunare! Aveva aspettato con impazienza le giornate lunghe seduta sulle rocce.					
ARCHETYPE_CRESCENTWAX	The Archetype			È apparso uno spicchio della luna crescente, segnando così l'inizio di un nuovo ciclo lunare di ventotto giorni.			118	045.jpg	Y4E5Q
LOGFELLA_HALFWAX	The Scythian			Il taglialegna ammise che sì, certamente, nel corso della sua vita aveva tagliato una bella quantità di legna da ardere.					
				Raccontò di inverni rigidi & forti nevicate qui, nelle possenti montagne del Caucaso che si innalzano sulla steppe di Scizia.					
				Il taglialegna ambiva ad avere abbastanza cibo & legna da ardere per sopravvivere ai lunghi & freddi mesi che sarebbero giunti.					
GIRL_HALFWAX	The Scythian			Nel mio sogno della notte scorsa vagavo nel bosco & desideravo ardentemente un muffin, ma c'erano zero muffin.			108	078.jpg	07D87
ARCHETYPE_HALFWAX	The Archetype			Studiosi del folklore lunatici hanno asserito che non c'è una connessione casuale fra la follia & l'umore della luna.					
LOGFELLA_ALMOSTWAX	The Scythian			Il taglialegna disse che non aveva mai pensato troppo alla Massa Gogolitica & alla montagna selvaggia del Mingi Taw.					
				Disse che tuttavia, nell'ultimo periodo, la presenza spettrale della Massa Gogolitica aveva cominciato a perseguitarlo.					
				Il taglialegna raccontò che gli venivano gli attacchi di panico quando in cielo si stagliava La Luna Splendente & mentre regnava La Luna Cupa.					
GIRL_ALMOSTWAX	The Scythian			La ragazza fece delle osservazioni sulla luna crescente... si chiese quanto ci sarebbe voluto prima che La Luna Splendente si stagliasse in cielo.					
ARCHETYPE_ALMOSTWAX	The Archetype			La luna cresce in silenzio di giorno in giorno... tra pochi giorni ci sarà La Luna Splendente... & quindi?			165	046.jpg	P4B6A
LOGFELLA_BRIGHTMOON	The Scythian			Il taglialegna ammise che il suo cane sembrava perdere un po' la testa quando La Luna Splendente si stagliava in cielo.			135	061.jpg	M6F1I
GIRL_BRIGHTMOON	The Scythian			La ragazza raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba, mentre La Luna Splendente si stagliava nel cielo.					
				Raccontò dell'aria frizzante del mattino & di un isola impossibile al centro di un lago placido.					
ARCHETYPE_BRIGHTMOON	The Archetype			Và fuori & guarda in alto - ammira La Luna Splendente che si staglia in cielo!			95	079.jpg	07D95
LOGFELLA_ALMOSTWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.					
				Il taglialegna sapeva tutto sul Mingi Taw & sul poichÉ fosse noto anche come Il Regno della Nuvola.					
				Sapeva che il Mingi Taw era la montagna più alta del mondo conosciuto, anche più alta del Monte Olimpo, ove risiedono gli dei degli Achei.					
				Sapeva anche che la cima del Mingi Taw, sempre celata dalle nubi, fosse ritenuta un portale per il turbinio dell'infinito.					
				Il taglialegna non aveva mai osato battere i pendii del Mingi Taw infestati dall'orrore & mai l'avrebbe fatto in futuro.					
GIRL_ALMOSTWANE	The Scythian			La ragazza si domandava per quale motivo crescevano così tanti funghi subito prima & subito dopo la Luna Splendente... qual era la causa?					
ARCHETYPE_ALMOSTWANE	The Archetype			La luna è un po' meno luminosa di ieri & il ciclo lunare sta per finire.					
LOGFELLA_HALFWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.					
				Il taglialegna spiegò che in Scizia & in Persia, il Mingi Taw è noto come La Montagna Eterna.					
				Il taglialegna raccontò di come, ere addietro, una razza da tempo dimenticata avesse intagliato un tempio nelle rocce vive al di sotto del MIngi Taw.					
				Il taglialegna raccontò dei corridoi sotterranei & degli spazi cavernosi intagliati nelle rocce vive al di sotto del Mingi Taw.					
				Secondo il taglialegna, quegli spazi cavernosi furono intagliati ere addietro per mantenere al sicuro Il Grantomo.					
GIRL_HALFWANE	The Scythian			La ragazza disse che era andata a passeggiare al di là del muro di pietra & aveva avvertito la terribile presenza della Massa Gogolitica.			30	080.jpg	V8B04
ARCHETYPE_HALFWANE	The Archetype			Il ciclo lunare sta finendo & in meno di una settimana avremo La Luna Cupa.					
LOGFELLA_CRESCENTWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.					
				Il taglialegna sapeva della Massa Gogolitica, lo spettro immortale che si aggira nell'oscurità al di sotto del Mingi Taw.					
				Il Signor Ceppo ci parlò dell'inesplicabile turbinio dell'infinito dal quale proveniva il Grantomo in un età della pietra di cui si sta perdendo memoria.					
				Raccontò di una razza immortale di esseri provenineti dallo spazio che innescarono nell'umanità una forma rudimentale di trasmissione del pensiero linguistico.					
				Questi immortali benedirono l'umanità con la capacità di civilizzarsi &  così li condannarono ad un'eventuale, inevitabile, estinzione.					
				Gli Sciti desideravano sopprimere l'insidioso serpente che era la civilizzazione & così isolarono Il Grantomo col suo eterno protettore.					
				L'eterno da allora è restato nell'oscurità, consumandosi fino a diventare lo spettro immortale noto come La Massa Gogolitica.					
				Il taglialegna probabilmente sarebbe andato avanti ancora & ancora con queste storie senza senso se non lo avessimo rispettosamente fermato.					
GIRL_CRESCENTWANE	The Scythian			La ragazza notò che la luna si stava ritraendo. Disse che presto sarebbe scomparsa & che La Luna Cupa avrebbe regnato.					
ARCHETYPE_CRESCENTWANE	The Archetype			Il ciclo lunare è quasi completo, La Luna Cupa è quasi giunta.					
DARKMOONLOOMS_ARCHETYPE	The Archetype			Si staglia la luna cupa, la fine del ciclo lunare è prossima.					
DARKMOONBEGINS_ARCHETYPE	The Archetype			Osserva: ecco la luna cupa!			94	076.jpg	I7F69
DARKMOON_GIRLTHOUGHTS	Girl			Nel mio vagare nei sogni sono giunta presso un assemblea di alberi distrutta da un fulmine & ho avvertito la presenza di qualcosa di profondamente sacro.					
DARKMOON_LOGFELLATHOUGHTS	Logfella			La scorsa notte ho sentito il suono di una musica pulsante che filtrava dal bosco dietro la mia baita di pietra. Ma cos'era?					
DARKMOON_DOGFELLATHOUGHTS	Dogfella			Bau bau bau - nel mio stato dormiente ho visto soltanto le sottili spume sonore dei folletti silvani.					
AMPHITHEATRE_OUTRO	The Scythian			Abbiamo riunito la Trigon Tripletta & siamo degli eroi.			164	081.jpg	48G1Q
RABBITS_3MURDERS	The Scythian			Abbiamo ucciso 3 conigli inermi senza ragione alcuna.					
RABBITS_7MURDERS	The Scythian			Abbiamo ucciso 7 conigli inermi senza ragione alcuna - che questa sia la prova che la nostra mente è disturbata?					
RABBITS_13MURDERS	The Scythian			Abbiamo ucciso 13 conigli inermi senza ragione alcuna.					
RABBITS_17MURDERS	The Scythian			Abbiamo ucciso 17 conigli inermi senza ragione alcuna. Nessuno può fermarci.					
RABBITS_23MURDERS	The Scythian			Abbiamo ucciso 23 conigli inermi senza ragione alcuna.					
RABBITS_37MURDERS	The Scythian			Abbiamo ucciso 37 conigli inermi senza ragione alcuna. Siamo curiosi di sapere che succederà se continueremo con questa frenesia omicida.					
RABBITS_53MURDERS	The Scythian			Abbiamo ucciso 53 conigli inermi senza ragione alcuna. Stiamo chiaramente soffrendo di un disordine compulsivo ossessivo.					
RABBITS_91MURDERS	The Scythian			Abbiamo ucciso 91 conigli inermi senza ragione alcuna.					
RABBITS_107MURDERS	The Scythian			Abbiamo ucciso 107 conigli inermi senza ragione alcuna.					
ARCHETYPE_CREDITS	The Archetype								
				S:S&S EP è un videogame frutto di un progetto di collaborazione prodotto a Toronto. Mettiti in contatto o tieniti aggiornato su swordandsworcery.com.					
			Logos/superbrothers	Il concept originale è frutto dell'organizzazione di arte & design nota come Superbrothers Inc. presso superbrothers.ca					
				Le canzoni & alcuni suoni sono frutto del lavoro dell'amato compositore & rockstar nota come Jim Guthrie di jimguthrie.org					
			Logos/capy	Progettazione & miracoli ad opera dello studio di videogame indie noto come Capy di capybaragames.com					
			Logos/eightfour	Localizzazione giapponese, marketing, PR & amore sono stati forniti da 8-4, Ltd. TUTTO LO STAFF aka @84Play 8-4jp					
				* * * IL TEAM DI S:S&S EP * * *					
				Concept, artworks, design, direzione & sceneggiatura ad opera di membri di Superbrothers Inc. aka @the1console					
				Design, project leadership, supporto costante & altro da parte di Kris Piotrowski, creative director presso Capy aka @krispiotrowski					
				Sistema, architettura tecnica, UI, engine & altro da parte di Jon Maur, capo programmatore tecnico di S:S&S EP presso Capy aka @buckets187					
				Scripts, combattimenti & funzionamento dei miracoli di Frankie Leung, capo programmatore gameplay di S:S&S EP presso Capy aka @mpfTempVar					
				Ispirazione, canzoni, suoni, anima & molto altro per cortesia di Jim Guthrie, compositore, eroe folk & rockstar a piede libero					
				* * * INOLTRE * * *					
				La voce del Signor Ceppo è di Robert Ashley, creatore della trasmissione radiofonica A Life Well Wasted  aka @robertashley presso www.alifewellwasted.com					
				La voce della Scita è della fotografa Robyn Cumming presso robyncumming.com					
				La voce dell'Archetipo è dell'artista & regista Clive Holden aka @cliveholden presso cliveholden.com					
				I suoni cosmici della Grotta Lunare sono di Scientific American  aka @scntfc presso scntfc.com					
				* * * ASSISTENZA DI CAPY * * *					
				Produttore esecutivo, eroe popolare, leadership & strategeria di Nathan Vella, presidente di Capy aka @Capy_Nathan					
				Produttore PC, assistenza tecnica audio, integrazione FMOD & tanti deliziosi suoni di Sean 'Uber' Lohrisch, cofondatore presso Capy.					
				Amministrazione & business assistance di Matt 'Juggalord' Repetski, cofondatore presso Capy.					
				Controllo della qualità & mega eroe del playtest,Christian 'Sea Dawg' Meyer presso Capy aka @fiddler6					
				Core programmer per il porting per pc casalinghi & abilitazione del 1080p forniti da non altri che Humbert Wong.					
				Assistenza aggiuntiva per la programmazione per PC/Mac/Linux, esperto di Steam & sollevamento di cose pesanti di Drew Grainge aka @firstelder_d					
				Cambiamenti di risoluzione dei beni artistici & sorrisi forniti da Super TIME Force's Vic 'Meow' Nguyen aka @cowceda					
				Controllo della qualità aggiuntivo del solo & unico Aaron Eves aka @AaronEves					
				Assistenza per il controllo della qualità aggiuntivo per PC di Phil Sandhop, Crystal Edwards e Sebastian Andersson di GameInstinct.					
				Riconoscenza per Xavier Xaden Xen, Joseppe Theodore Blocco & Hank Hudson					
				Biscotti e altre deliziose sorprese fornite da Thea Gaerlan aka @doodlegirl					
				* * * ASSISTENZA DI SUPERBROTHERS * * *					
				Cortesia per le relazioni, le comunicazioni,  QA, l'ispirazione, la pazienza infinita & l'infinito supporto morale di Jori Baldwin aka @aurorajorealis					
				Business assistance, aiuto finanziario & schietto supporto morale di Mack C. Adams aka @mackaraja					
				Tanta tanta riconoscenza per Sheila Precious, David Adams, Sarah Adams & Cimarron Corpe per aver tenuto a galla la barca anche nei mari tempestosi.					
				Mega grazie a Jim Guthrie per essersi imbarcato in questa folle avventura nell'ignoto.					
				Con l'aggiuntiva cortesia dei suoni da un milione di dollari di Timothy Muirhead.					
				* * * ASSISTENZA DI 8-4  * * *					
				Traduzione giapponese ad opera del mastro parolaio RYUTA YAZAWA aka @lye					
				Editing giapponese, consigli cruciali & assistenza infinita di MASAHIRO YUKI aka @You_to_the_ki presso Grasshopper Manufacture www.ghm.jp					
				Design del logo giapponese strafigo di POLYGRAPH, aka @polygraph_suwa at www.polygraph.jp					
				Magia del sito internet giapponese di Jonathan Lumb aka @jonnyram presso www.jonnyram.com					
				And finally, gratitude for JPN support & friendship: @suda_51, Tomoaki Takahashi, @eightbear, & remix artists @baiyon, @akirayamaoka, Michiru Yamane, @macotom3, & Decasségui Hip					
				* * * TRADUZIONE ITALIANA  * * *					
				Traduzione italiana a cura dei 'Cosmic Friends' dalla community di SpazioGames forum.spaziogames.it. Correzioni e accentate ad opera di Hexaae e banz99.					
				Membri: Silvia 'Sil' Mannu, Luca 'Crismon King' Doni, Michele 'WryNail' Scotti, Christian 'HantraxHat' Brena.					
				* * * IL DOMINION DEL CANADA * * *					
			Logos/omdc	Questo progetto è stato reso possibile grazie al supporto finanziario dell'Ontario Media Development Corporation (OMDC).					
				* * * VI AMIAMO AMIAMO AMIAMO * * *					
				Ringraziamo pubblicamente Brandon Boyer aka @brandonnn, Mathew Kumar aka @mathewkumar & Jason DeGroot aka @jason6955 per aver allineato le stelle.					
				Tanto affetto per le favolose comunità di videogiocatori DIY di Toronto & i favolosi ragazzi di The Hand Eye Society, TOJam & Gamercamp.					
				Per le famiglie & gli amici: vi amiamo & non vediamo l'ora di rivedervi. Come sono andate le cose dall'ultima volta che abbiamo parlato?					
				Per tutti coloro che hanno supportato & incoraggiato questo progetto: grazie, grazie davvero per la vostra pazienza, curiosità & fiducia.					
				* * * METODI DI PRODUZIONE * * *					
				Gli artwork in pixel sono stati creati interamente con Promotion di Cosmigo, mentre altri elementi visivi con Illustrator & Photoshop di Adobe.					
				I suoni & le canzoni sono stati creati usando MTV Music Generator della  Codemasters per PSOne e/o Garageband & Logic Studio della Apple.					
			Logos/FMOD	I suoni & le canzoni sono stati integrati nel progetto usando FMOD della Firelight Technologies.					
				Dolby ed il simbolo della doppia D sono marchi registrati di Dolby Laboratories.					
				Soluzioni audio PC contenenti Dolby® Digital Live richieste per Dolby Digital audio.					
				DTS® e DTS Digital Surround® sono marchi registrati di DTS, Inc.					
				Il codice è stato programmato in C++ & gli script Lua con tolua++. Le mappe & gli elementi del mondo sono stati creati con software proprietario di Capy.					
				Il calcolo delle fasi lunari & gli algoritmi astronomici sono una cortesia di voidware.com/moon_phase.htm					
				Le API usate nello sviluppo di S:S&S EP includono twitcurl, tinyxml, libpng/zlib, SDL, cmake, e minizip					
				Una build del gioco assurdamente prematura fu presentata all'Independent Games Festival il primo novembre del 2009.					
				S:S&S EP fu annunciato il primo dicembre del 2009.					
				All'inizio del 2010 fu annunciato che il progetto aveva vinto il premio 'Achievment in Art' di IGF Mobile, ed è stato super splendido.					
				La prima dimostrazione pubblica live di S:S&S EP  si è tenuta a Toronto, in un social event della Hand Eye Society il 14 febbraio del 2010.					
				La prima build giocabile di S:S&S EP fu presentata a San Francisco ai partecipanti & agli amici del GDC 2010 dal 9 al 13 marzo 2010.					
				Il primo filmato non montato di gameplay della build del GDC apparve online simultaneamente su vari siti & fece un po' colpo.					
				Meno Parole, più Rock: Il Linguaggio Nativo dei Videogame  fu pubblicato online presso Boing Boing nel marzo del 2010 & lo potete cercare su google.					
				Il sipario calò sul progetto per alcuni mesi mentre mentre noi, sapete, stavamo di fatto facendo il gioco. Click click click click.					
				'L'Intossicazione della Mitologia' fu presentato il 22 settembre del 2010 da un rappresentante di Superbrothers al Fantastic Arcade di Austin.					
